authors,author_sort,comments,cover,timestamp,#formats,formats,isbn,identifiers,languages,#lecteur,library_name,rating,pubdate,series,series_index,size,title,title_sort,id,uuid,publisher,tags
"Saodat Doniyorova","Doniyorova, Saodat","### Présentation de l'éditeur

La collection Parlons... s'efforce de faire connaître au public français des langues et cultures à propos desquelles il n'existe que de rares documents. Ce livre permet de découvrir les Karakalpaks, peuple d'Asie centrale qui dispose d'une république ayant un statut d'autonomie au sein de l'Ouzbékistan. La langue, du groupe turc, a des affinités avec le kazakh. Le peuple karakalpak est riverain de la mer d'Aral et s'efforce de maîtriser les désastres écologiques subis à l'époque soviétique. 

### Biographie de l'auteur

Professeur de français à l'Université de Samarkand, Mme Saodat DONIYOROVA a effectué et publié diverses traductions en ouzbek d'ouvrages de langue française (La rivière sans repos de Gabrielle Roy, Le diable boiteux de Lesage, poèmes du Québec etc.). Elle est l'auteur du Parlons ouzbek dans la présente collection. 
","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Saodat Doniyorova\Parlons karakalpak (8857)\cover.jpg","2013-04-14T18:59:46+02:00","PDF","pdf","9782747532464","goodreads:17205452,amazon_fr:2747532461,isbn:9782747532464","fra","","Bibliotheque","4","2003-11-01T00:00:00+01:00","Parlons","34.0","22742696","Parlons karakalpak","Parlons karakalpak","8857","4417d893-baed-410b-888b-1266318d6d3e","L'Harmattan","Asie, Langues"
"Christian Bader","Bader, Christian","### Présentation de l'éditeur

Avec ce "" parlons karimojong "", le lecteur est invité à s'initier à la langue parlée, non seulement par les Karimojong d'Ouganda, mais également, avec quelques variations dialectales, par les autres peuples que les ethnologues appellent les "" Paranilotes du centre "" : les Dodos et les Jie d'Ouganda, les Turkana du Kenya, les Toposa et les Jiye du Soudan, et les Nyangatom d'Ethiopie. À travers la langue de ces peuples s'exprime une culture encore peu connue du grand public, qui est parvenue à préserver jusqu'à nos jours, à la faveur de son relatif isolement, sa vivacité, son traditionalisme et sa profonde originalité. 

### Biographie de l'auteur

Diplomate, ethnologue et linguiste, Christian Bader a effectué de nombreux séjours en Afrique orientale et publié plusieurs ouvrages consacrés à cette partie du monde. 
","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Christian Bader\Parlons karimojong_ Une langue de l (8858)\cover.jpg","2013-04-14T18:59:56+02:00","PDF","pdf","9782296056954","goodreads:7305271,amazon_fr:2296056954,isbn:9782296056954","fra","","Bibliotheque","","2008-01-01T00:00:00+01:00","Parlons","35.0","6860176","Parlons karimojong: Une langue de l'Afrique orientale","Parlons karimojong: Une langue de l'Afrique orientale","8858","2f50b556-4cdb-43c2-9110-224471a6a5c4","L'Harmattan","Afrique, Langues"
"Jean-B. Murairi-Mitama","Murairi-Mitama, Jean-B.","### Présentation de l'éditeur

Le kihunde, langue des Bahunde, est parmi les plus connues et les plus anciennes du Kivu, à l'Est du Congo-Kinshasa. De nos jours, à l'instar des autres langues de la région, le kihunde est confronté au phénomène de la généralisation du kiswahili, l'une des quatre langues nationales, ainsi que du français, langue officielle du pays. Cependant, contrairement à ces langues "" nouvelles "", le kihunde est le seul capable de servir de support de la mémoire collective et de vecteur du patrimoine culturel et de la sensibilité de ses locuteurs locaux. Pour les historiens, linguistes, sociologues, anthropologues et autres hommes de science, les termes en kihunde sont le fil conducteur vers l'explication des réalités recherchées. Après la description du kihunde, ce livre présente un condensé de la grammaire, d'une conversation courante, de la culture des Bahunde, et un riche lexique de kihunde-français et de français-kihunde. 

### Biographie de l'auteur

Jean-B. Murairi Mitima, fils du "" pays "" hunde, est né à Mashango (Masisi, au Nord-Kivu). Economiste, chercheur, ambassadeur CMD durant 22 ans, il a eu le privilège d'observer les cultures et les civilisations des peuples de nombreux pays du monde. Il est l'auteur, entre autres, de Les Bahunde aux pieds des Volcans Virunga, Kivu, R-D. Congo (L'Harmattan, 2005). 
","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Jean-B. Murairi-Mitama\Parlons kihunde ; Kivu, R-D. Congo (8859)\cover.jpg","2013-04-14T18:59:59+02:00","PDF","pdf","9782296064942","amazon_fr:2296064949,isbn:9782296064942","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","Parlons","36.0","32311019","Parlons kihunde ; Kivu, R-D. Congo : Langue et culture","Parlons kihunde ; Kivu, R-D. Congo : Langue et culture","8859","49fa1054-1b9e-44e8-aaf7-a779e23012b8","L'Harmattan","Afrique, Langues"
"Yves Avril","Avril, Yves","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Yves Avril\Parlons komi (8860)\cover.jpg","2013-04-14T19:00:13+02:00","PDF","pdf","9782296010642","amazon_fr:2296010644,isbn:9782296010642","fra","","Bibliotheque","5","0101-01-01T01:00:00+01:00","Parlons","37.0","75305028","Parlons komi","Parlons komi","8860","23ff60fd-ca50-42aa-9191-8e16bc76082c","L'Harmattan","Asie, Langues"
"Kouakou Appoh Enoc Kra","Kra, Kouakou Appoh Enoc","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Kouakou Appoh Enoc Kra\Parlons koulango - Cote d'Ivoire (8861)\cover.jpg","2013-04-14T19:00:46+02:00","PDF","pdf","9782747596718","amazon_fr:2747596710,isbn:9782747596718","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","Parlons","38.0","51296661","Parlons koulango - Côte d'Ivoire","Parlons koulango - Côte d'Ivoire","8861","73dfcfb7-dd0f-4814-be8e-bec3496070dc","L'Harmattan","Afrique, Langues"
"Saodat Doniyorova & Toshtemirov Qahramonil","Doniyorova, Saodat & Qahramonil, Toshtemirov","### Présentation de l'éditeur

Le Daghestan, aujourd'hui république autonome de la Fédération de Russie, était jadis appelé par les arabes la "" montagne des langues "". D'ailleurs dagh est un mot turc qui signifie montagne et stan est une terminaison persane qui désigne une région. On compte encore aujourd'hui au Daghestan une trentaine de langues appartenant à trois groupes linguistiques distincts (turc,  
indo-européen et caucasien du Nord-Est). Le koumyk est la langue du groupe turc la plus importante du Daghestan. Comme dans les autres ouvrages de la collection, on y trouve un rappel des données historiques, une description de la langue, les éléments de base de la conversation courante, les faits saillants de  
la culture ainsi que des lexiques. 

### Biographie de l'auteur

Mme Saodat DONIYOROVA, professeur de français à l'université de Samarkand, est déjà l'auteur du Parlons ouzbek et du Parlons karakalpak dans la même collection.  
M. Toshtemirov QAHRAMONIL est enseignant de français dans un collège de Samarkand. 
","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Saodat Doniyorova\Parlons koumyk (8862)\cover.jpg","2013-04-14T19:01:08+02:00","PDF","pdf","9782747564472","amazon_fr:2747564479,isbn:9782747564472","fra","","Bibliotheque","5","2004-06-02T00:00:00+02:00","Parlons","39.0","2748282","Parlons koumyk","Parlons koumyk","8862","af71d455-eeaa-4823-a81e-518912113db3","L'Harmattan","Asie, Langues"
"Michel Quitout","Quitout, Michel","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Michel Quitout\Parlons l'arabe dialectal marocain (8863)\cover.jpg","2013-04-14T19:01:50+02:00","PDF","pdf","9782747511353","amazon_fr:2747511359,isbn:9782747511353","fra","","Bibliotheque","5","0101-01-01T01:00:00+01:00","Parlons","41.0","76361049","Parlons l'arabe dialectal marocain","Parlons l'arabe dialectal marocain","8863","5a3f76bc-39bb-424e-91ad-c8a0b06353a5","L'Harmattan","Afrique, Langues, Langue:arabe"
"Michel Quitout","Quitout, Michel","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Michel Quitout\Parlons l'arabe tunisien _ langue e (8864)\cover.jpg","2013-04-14T19:02:23+02:00","PDF","pdf","9782747528863","amazon_fr:2747528863,isbn:9782747528863","fra","","Bibliotheque","4","0101-01-01T01:00:00+01:00","Parlons","43.0","5938245","Parlons l'arabe tunisien : langue et culture","Parlons l'arabe tunisien : langue et culture","8864","103dd530-8ab2-4e69-9d7b-5798a209efbf","L'Harmattan","Afrique, Langues, Langue:arabe"
"M. M. Jocelyne Fernandez","Fernandez, M. M. Jocelyne","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\M. M. Jocelyne Fernandez\Parlons lapon_ Les Sames, langue et (8865)\cover.jpg","2013-04-14T19:01:09+02:00","PDF","pdf","9782738455987","amazon_fr:2738455980,isbn:9782738455987","fra","","Bibliotheque","3","2000-05-03T00:00:00+02:00","Parlons","40.0","93209466","Parlons lapon: Les Sames, langue et culture","Parlons lapon: Les Sames, langue et culture","8865","0e293316-f880-4018-9835-a24b78b1fb4e","L'Harmattan","Europe, Langue:finnois, Langues"
"Assimil","Assimil","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Assimil\Le Persan sans peine (8866)\cover.jpg","2013-01-17T14:40:31+01:00","PDF, RAR","pdf, rar","","","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","","1.0","127172755","Le Persan sans peine","Persan sans peine, Le","8866","e51105ac-52d2-4709-b147-0f39920a57bc","","langue officielle, Asie, langue vivante, Moyen-Orient, Langue:persan, Langues"
"Assimil","Assimil","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Assimil\Le Polonais sans peine (8867)\cover.jpg","2013-01-17T14:41:42+01:00","PDF, RAR","pdf, rar","","","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","","1.0","66716848","Le Polonais sans peine","Polonais sans peine, Le","8867","f5885841-01c7-4cd7-8272-9a2b08fbd2c9","","Europe, langue officielle, langue vivante, Langue:polonais, Langues"
"Leon Verlee","Verlee, Leon","Si vous possédez déjà les bases essentielles du néerlandais, cet ouvrage vous permettra d'acquérir toute la finesse de cette langue, l'aisance et le naturel indispensables à sa pratique courante.
","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Leon Verlee\La Pratique du Neerlandais (8868)\cover.jpg","2013-01-15T12:52:03+01:00","PDF","pdf","9782700500769","amazon_fr:2700500768,isbn:9782700500769","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","","1.0","14137139","La Pratique du Néerlandais","Pratique du Néerlandais, La","8868","cfcc2de8-3093-400e-8f68-1ad5c31980cc","Assimil","Europe, langue officielle, langue vivante, Langue:néerlandais, Langues"
"Assimil","Assimil","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Assimil\Le Roumain sans peine (8869)\cover.jpg","2013-01-17T14:42:25+01:00","PDF, RAR","pdf, rar","","","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","","1.0","73486218","Le Roumain sans peine","Roumain sans peine, Le","8869","b43c9d8c-37cf-4166-8af0-52524354ba54","","Europe, langue officielle, langue vivante, Langue:roumain, Langues"
"Andrew D. Kaufman & Nina Wieda & Serafima Gettys","Kaufman, Andrew D. & Wieda, Nina & Gettys, Serafima","Russian is spoken by nearly 450 million people, and demand for Russian-speakers is growing. This introductory course includes an audio CD with practice dialogues-just the ticket for readers who need basic Russian for business, school, or travel.Serafima Gettys, PhD (Newark, CA), is Coordinator of the Foreign Language Program at Lewis University.  
Andrew Kaufman, PhD (Charlottesville, VA), is a Visiting Assistant Professor at the University of Virginia.  


Note: CD-ROM/DVD and other supplementary materials are not included as part of eBook file.
","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Andrew D. Kaufman\Russian for Dummies (8870)\cover.jpg","2013-02-01T22:14:09+01:00","PDF","pdf","9780471780014","goodreads:164667,isbn:9780471780014","eng","","Bibliotheque","3","2006-04-01T00:00:00+02:00","","1.0","8156707","Russian for Dummies","Russian for Dummies","8870","95dcd269-1444-4abe-8879-81f31d3706a7","For Dummies","Europe, langue officielle, langue vivante, Langue:russe, Langues"
"Assimil","Assimil","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Assimil\Le Serbo-croate sans peine (8871)\cover.jpg","2013-01-16T18:59:53+01:00","PDF, RAR","pdf, rar","","","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","","1.0","359820761","Le Serbo-croate sans peine","Serbo-croate sans peine, Le","8871","e93c9599-42c5-469a-a0c7-de6751e3ffd7","","Europe, Langue:serbe, langue vivante, Langue:croate, langue officielle, Langues"
"Assimil","Assimil","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Assimil\Le Suedois sans peine vol.1 (8872)\cover.jpg","2013-01-16T18:11:42+01:00","PDF, RAR","pdf, rar","","","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","","1.0","169005718","Le Suédois sans peine vol.1","Suédois sans peine vol.1, Le","8872","6d88fedd-340c-47df-97b7-745636314d5c","","Europe, langue officielle, langue vivante, Langue:suédois, Langues"
"Assimil","Assimil","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Assimil\Le Suedois sans peine vol.2 (8873)\cover.jpg","2013-01-16T18:21:14+01:00","PDF","pdf","","","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","","1.0","3492005","Le Suédois sans peine vol.2","Suédois sans peine vol.2, Le","8873","84ac1dc6-5979-4d16-8216-03838803c251","","Europe, langue officielle, langue vivante, Langue:suédois, Langues"
"Assimil","Assimil","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Assimil\Le Swahili sans peine (8874)\cover.jpg","2013-01-16T18:09:50+01:00","PDF, RAR","pdf, rar","","","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","","1.0","127411670","Le Swahili sans peine","Swahili sans peine, Le","8874","cf6567c8-1f00-4215-9fde-3a996f28c63d","","Langue:swahili, langue officielle, langue vivante, Afrique, Langues"
"SAHKI_H","SAHKI_H","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\SAHKI_H\T'utlayt tamazight (8875)\cover.jpg","2013-04-22T22:18:46+02:00","PDF","pdf","","","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","","1.0","395144","T'utlayt tamazight","T'utlayt tamazight","8875","4d2e83f5-1fc7-4743-80f1-98afc717dd35","","Langue:amazighe, Langues"
"Assimil","Assimil","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Assimil\Le Tamoul sans peine (8876)\cover.jpg","2013-01-16T18:07:51+01:00","PDF, RAR","pdf, rar","","","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","","1.0","178520472","Le Tamoul sans peine","Tamoul sans peine, Le","8876","77534663-bdcb-434b-b499-1da6ecb48238","","Langue:tamoul, langue officielle, Asie, langue vivante, Langues"
"Hamid Oubagha","Oubagha, Hamid","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Hamid Oubagha\Tamsirt 3 Tazelga n tilawt (PARTICU (8877)\cover.jpg","2013-04-22T22:16:59+02:00","PDF","pdf","","","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","","1.0","501247","Tamsirt 3 Tazelγa n tilawt (PARTICULE PRÉDICATIVE D)","Tamsirt 3 Tazelγa n tilawt (PARTICULE PRÉDICATIVE D)","8877","34df05bf-aa09-4741-9c61-d463fb5f92cf","","Langues"
"Hamid Oubagha","Oubagha, Hamid","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Hamid Oubagha\Tamsirt 4 Tanzegt n tuqqna -ed- ( L (8878)\cover.jpg","2013-04-22T22:17:02+02:00","PDF","pdf","","","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","","1.0","337031","Tamsirt 4 Tanzeγt n tuqqna -ed- ( LA PRÉPOSITION -ED- )","Tamsirt 4 Tanzeγt n tuqqna -ed- ( LA PRÉPOSITION -ED- )","8878","411abc8a-2337-4d5b-87b5-033faf8ddb89","","Langues"
"Hamid","Hamid","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Hamid\Tamsirt 5 Imqimen udmawanen (LES PR (8879)\cover.jpg","2013-04-22T22:17:05+02:00","PDF","pdf","","","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","","1.0","738503","Tamsirt 5 Imqimen udmawanen (LES PRONOMS PERSONNELS)","Tamsirt 5 Imqimen udmawanen (LES PRONOMS PERSONNELS)","8879","9625811d-bf9f-4c49-82a8-b176ea7631bb","","Langues"
"Assimil","Assimil","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Assimil\Le Tcheque sans peine (8880)\cover.jpg","2013-01-16T18:05:41+01:00","PDF, RAR","pdf, rar","","","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","","1.0","105187784","Le Tchèque sans peine","Tchèque sans peine, Le","8880","14f4e19b-75c2-4ec0-9b14-8b1ab94cd592","","Europe, langue officielle, langue vivante, Langue:tchèque, Langues"
"John Johnson","Johnson, John","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\John Johnson\Telecopie pleine page (8881)\cover.jpg","2013-07-29T17:41:49+02:00","PDF","pdf","","","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","","1.0","135897614","Télécopie pleine page","Télécopie pleine page","8881","d8f3e667-2c24-4a98-8286-174bd6ed4785","","Langues, Langue:chinois"
"HAMEK","HAMEK","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\HAMEK\these corrigee Hamek Brahim (8882)\cover.jpg","2013-04-22T22:18:42+02:00","PDF","pdf","","","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","","1.0","6731902","thèse corrigée Hamek Brahim","thèse corrigée Hamek Brahim","8882","82bc793e-ab6c-47ea-9e9f-98089166372c","","Langues"
"Assimil","Assimil","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Assimil\Le Turc sans peine (8883)\cover.jpg","2013-01-16T17:14:17+01:00","PDF, RAR","pdf, rar","","","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","","1.0","193230711","Le Turc sans peine","Turc sans peine, Le","8883","fc253ce1-eb6a-4253-8587-479f3950db27","","langue officielle, langue vivante, Langue:turc, Moyen-Orient, Langues"
"Francis Mateo & Antonio Sastre","Mateo, Francis & Sastre, Antonio","### Quatrième de couverture

Le nouveau Bescherelle espagnol comporte : - une grammaire du verbe illustrée de nombreux exemples ; - 89 tableaux de conjjugaison annotés ; - une présentation des principales prépositions espagnoles ; - une liste alphabétique des verbes avec leurs prépositions

usuelles en contexte ; - un index de 10 000 verbes. 
","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Francis Mateo\Les verbes espagnols (8884)\cover.jpg","2013-01-15T13:10:22+01:00","PDF","pdf","9782218717499","amazon_fr:2218717492,isbn:9782218717499","fra","","Bibliotheque","4","0101-01-01T01:00:00+01:00","","1.0","22366262","Les verbes espagnols","verbes espagnols, Les","8884","ea553174-7418-497a-aa77-0bf168414fd4","Hatier","Europe, langue officielle, grammaire, langue vivante, Langue:espagnol, Langues"
"Assimil","Assimil","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Assimil\Le Vietnamien sans peine (8885)\cover.jpg","2013-01-16T16:18:26+01:00","PDF, RAR, ZIP","pdf, rar, zip","","","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","","1.0","170505178","Le Vietnamien sans peine","Vietnamien sans peine, Le","8885","eb4c1a60-3e7d-49ea-a7bc-a5441fce1ad3","","langue officielle, Asie, langue vivante, Langue:vietnamien, Langues"
"Hamid","Hamid","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Hamid\Yesea yisem amazig sin waddaden _ a (8886)\cover.jpg","2013-04-22T22:17:08+02:00","PDF","pdf","","","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","","1.0","443778","Yesɛa yisem amaziɣ sin waddaden : addad ilelli ed waddad amaruz am deg yimedyaten-a :","Yesɛa yisem amaziɣ sin waddaden : addad ilelli ed waddad amaruz am deg yimedyaten-a :","8886","0acc5ed3-6332-478d-8432-7904c10057ed","","Langues"
"Annick Prime-Margules & Nadia Déhan-Rotschild","Prime-Margules, Annick & Déhan-Rotschild, Nadia","Assimil applique dans ses méthodes un principe exclusif, très simple mais efficace, l'assimilation intuitive. Ce principe reprend, en l'adaptant, le processus naturel grâce auquel chacun d'entre nous a appris sa langue maternelle. Très progressivement, au moyen de dialogues vivants, de notes simples et d'exercices, Assimil vous amène au niveau de la conversation courante. Durant la première partie de votre étude, la phase passive, vous vous laissez imprégner par la langue en lisant et en répétant chaque leçon. Dans la seconde partie, vous abordez la phase active qui vous permet d'appliquer les structures et les automatismes assimilés tout en continuant à progresser. En quelques mois, vous parlez sans effort ni hésitation, de manière très naturelle. Vous trouverez dans cette méthode : des dialogues vivants et utiles qui vous garantissent une maîtrise rapide de la langue, un choix de situations réalistes et actuelles, une progression grammaticale soigneusement étudiée, pour un apprentissage intuitif, des révisions systématiques pour consolider vos acquis, des commentaires culturels passionnants, un style unique plein d'humour pour apprendre avec plaisir.

*--Ce texte fait référence à l'édition Broché .*
","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Annick Prime-Margules\Le Yiddish sans peine (8887)\cover.jpg","2013-01-15T12:50:58+01:00","PDF","pdf","9782700512656","amazon_fr:2700512650,isbn:9782700512656","fra","","Bibliotheque","4","2010-03-19T00:00:00+01:00","","1.0","55553740","Le Yiddish sans peine","Yiddish sans peine, Le","8887","1b953529-e8b6-45ee-9155-80300e090e7f","Assimil","Europe, langue vivante, Langue:yiddish, dialecte, Langues"
"Jean-Paul Nerrière, Philippe Dufresne, Jacques Bourgon","Jean-Paul Nerrière, Philippe Dufresne, Jacques Bourgon","L'anglais allégé en 26 étapes","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Jean-Paul Nerriere, Philippe Dufre\Decouvrez le globish (11108)\cover.jpg","2016-01-21T09:43:59+01:00","PDF","pdf","","","fra","","Bibliotheque","","2005-04-22T15:38:05+02:00","","1.0","1327661","Découvrez le globish","Découvrez le globish","11108","45d6525b-22c4-42eb-bff0-b8a5662ac05e","","Langues, Langue:anglais"
"Katja Ingman","Ingman, Katja","Sous la direction de Marie Berchoud","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Katja Ingman\Etre pro en anglais (11109)\cover.jpg","2016-01-21T09:44:03+01:00","PDF","pdf","","","fra","","Bibliotheque","","2009-06-04T20:57:45+02:00","","1.0","4198612","Etre pro en anglais","Etre pro en anglais","11109","d6c36d80-e54d-4aee-b577-e3c9ad6a2caf","","Langues, Langue:anglais"
"num_onevision","num_onevision","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\num_onevision\Parlons s[1]_.pdf (11110)\cover.jpg","2016-01-21T09:44:07+01:00","PDF","pdf","","","fra","","Bibliotheque","","2009-04-21T15:16:14+02:00","","1.0","5395219","Parlons s[1]...pdf","Parlons s[1]...pdf","11110","8599f386-d83e-410f-a823-77989f4841ee","","Langues, Langue:suédois"
"Unknown","Unknown","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Inconnu(e)\1001 expressions pour tout dire en (11444)\cover.jpg","2016-01-23T21:42:51+01:00","PDF","pdf","","","fra","","Bibliotheque","","2013-04-08T10:43:29+02:00","","1.0","35962309","1001 expressions pour tout dire en japonais","1001 expressions pour tout dire en japonais","11444","f01d5cc5-21c2-4563-be25-6cf329f0e0be","","Langues, Langue:japonais"
"Frédéric Torterat","Torterat, Frédéric","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Frederic Torterat\Approches grammaticales contemporaines (11445)\cover.jpg","2016-01-23T21:43:08+01:00","PDF","pdf","","","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","","1.0","16325434","Approches grammaticales contemporaines","Approches grammaticales contemporaines","11445","f790714c-20d2-47f0-8fc7-88528825b964","","Langues, Langue:français"
"ComicRack","ComicRack","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\ComicRack\parler japonais (11446)\cover.jpg","2016-01-23T21:43:15+01:00","PDF","pdf","","","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","","1.0","27174407","parler japonais","parler japonais","11446","bd31a106-0299-455e-afa1-ab7393b27b0a","","Langues, Langue:japonais"
"ComicRack","ComicRack","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\ComicRack\SolangeParvauxJorgeDiasDaSilva40Le (11447)\cover.jpg","2016-01-23T21:43:25+01:00","PDF","pdf","","","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","","1.0","100525087","SolangeParvauxJorgeDiasDaSilva40Lecons1","SolangeParvauxJorgeDiasDaSilva40Lecons1","11447","027778c6-5b35-477b-8955-755ce82a7ab2","","Langues, Langue:portugais"
"An A-Z Dictionary Of Synonyms","Synonyms, An A-Z Dictionary Of","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\An A-Z Dictionary Of Synonyms\file____E__eMule_Incoming_Oxford%2 (11449)\cover.jpg","2016-01-23T21:43:55+01:00","PDF","pdf","","","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","","1.0","3777716","file:///E|/eMule/Incoming/Oxford%20Thesaurus,%20dictionary%20of%20synonyms.txt/Oxford%20Thesaurus,%20dictionary%20of%20synonyms.txt","file:///E|/eMule/Incoming/Oxford%20Thesaurus,%20dictionary%20of%20synonyms.txt/Oxford%20Thesaurus,%20dictionary%20of%20synonyms.txt","11449","70ee97d0-9a84-44db-8a92-338b751b0eec","","Langues"
"ComicRack","ComicRack","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\ComicRack\Le japonais tout de suite (11450)\cover.jpg","2016-01-23T21:44:00+01:00","PDF","pdf","","","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","","1.0","32756678","Le japonais tout de suite","japonais tout de suite, Le","11450","bb89d773-3813-4b8b-b887-f9fc53aa91f1","","Langues"
"Louis-Jean Calvet","Calvet, Louis-Jean","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Louis-Jean Calvet\L'argot (11451)\cover.jpg","2016-01-23T21:44:11+01:00","EPUB","epub","","","fra","","Bibliotheque","","2014-11-19T00:00:00+01:00","","1.0","315906","L'argot","argot, L'","11451","998ac8a0-842b-45f5-bfdb-426ac72244aa","","Langues, Langue:français"
"corlet","corlet","Twain scanned image","\\quirinalis\Bagarre\Bouquins\Bibliotheque\corlet\Langue francaise en Francophonie P (11452)\cover.jpg","2016-01-23T21:44:16+01:00","PDF","pdf","","","fra","","Bibliotheque","","2009-11-26T08:52:20+01:00","","1.0","1425168","Langue francaise en Francophonie Pratiques et réflexions","Langue francaise en Francophonie Pratiques et réflexions","11452","2edd5ee3-00ad-44a4-a7f4-7cdb17545ff9","","Langues"
"dell","dell","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\dell\L'anglais pour mieux voyager en Grande-Bretagne (11453)\cover.jpg","2016-01-23T21:44:22+01:00","PDF","pdf","","","fra","","Bibliotheque","","2014-08-25T15:20:50+02:00","","1.0","22598979","L'anglais pour mieux voyager en Grande-Bretagne","anglais pour mieux voyager en Grande-Bretagne, L'","11453","c068ae8f-0c36-43b6-bb82-56d8a15819ce","","Langues, Langue:anglais"
"ComicRack","ComicRack","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\ComicRack\la_grammaire_pour_bien_ecrire (11454)\cover.jpg","2016-01-23T21:44:30+01:00","PDF","pdf","","","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","","1.0","24977807","la_grammaire_pour_bien_ecrire","la_grammaire_pour_bien_ecrire","11454","f986c92c-9ddf-4c2c-ae12-0d0692dcf8ac","","Langues"
"Florence Windmüller","Windmüller, Florence","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Florence Windmuller\Francais langue etrangere (FLE) (11455)\cover.jpg","2016-01-23T21:44:39+01:00","PDF","pdf","","","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","","1.0","33635351","Français langue étrangère (FLE)","Français langue étrangère (FLE)","11455","4502ba08-d419-4b66-83f2-fab38eeb0143","","Langues, Langue:français"
"Unknown","Unknown","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Inconnu(e)\Dictionnaire russe (11456)\cover.jpg","2016-01-23T21:44:50+01:00","PDF","pdf","","","fra","","Bibliotheque","","2015-02-04T14:49:17+01:00","","1.0","116879419","Dictionnaire russe","Dictionnaire russe","11456","4cfd7861-1284-471d-94ea-595e9e6aae92","","Langues, Langue:russe"
